3.03	0.987598
3.04	0.989714
3.05	0.991634
3.06	0.993357
3.07	0.994883
3.08	0.996211
3.09	0.99734
3.1	0.998271
3.11	0.999002
3.12	0.999534
3.13	0.999866
3.14	0.999997
3.15	0.999929
3.16	0.999661
3.17	0.999193
3.18	0.998526
3.19	0.997659
3.2	0.996593
3.21	0.995328
3.22	0.993865
3.23	0.992205
3.24	0.990348
3.25	0.988294
3.26	0.986046
3.27	0.983603
3.28	0.980966
3.29	0.978137
3.3	0.975117
3.31	0.971907
3.32	0.968508
3.33	0.964922
3.34	0.961149
3.35	0.957193
3.36	0.953053
3.37	0.948732
3.38	0.944232
3.39	0.939554
3.4	0.9347
3.41	0.929672
3.42	0.924473
3.43	0.919104
3.44	0.913567
3.45	0.907864
3.46	0.901999
3.47	0.895972
3.48	0.889788
3.49	0.883447
3.5	0.876953
3.51	0.870308
3.52	0.863515
3.53	0.856577
3.54	0.849496
3.55	0.842275
3.56	0.834918
3.57	0.827426
3.58	0.819804
3.59	0.812053
3.6	0.804178
3.61	0.796181
3.62	0.788066
3.63	0.779835
3.64	0.771492
3.65	0.763041
3.66	0.754485
3.67	0.745827
3.68	0.73707
3.69	0.728219
3.7	0.719276
3.71	0.710246
3.72	0.701132
3.73	0.691937
3.74	0.682665
3.75	0.673321
3.76	0.663907
3.77	0.654427
3.78	0.644886
3.79	0.635286
3.8	0.625633
3.81	0.615929
3.82	0.606179
3.83	0.596387
3.84	0.586556
3.85	0.57669
3.86	0.566794
3.87	0.556871
3.88	0.546925
3.89	0.53696
3.9	0.526981
3.91	0.516991
3.92	0.506994
3.93	0.496994
3.94	0.486996
3.95	0.477002
3.96	0.467018
3.97	0.457047
3.98	0.447093
3.99	0.437161
4	0.427253
4.01	0.417375
4.02	0.407529
4.03	0.397721
4.04	0.387953
4.05	0.37823
4.06	0.368556
4.07	0.358934
4.08	0.349369
4.09	0.339864
4.1	0.330424
4.11	0.321051
4.12	0.311749
4.13	0.302523
4.14	0.293376
4.15	0.284311
4.16	0.275333
4.17	0.266445
4.18	0.25765
4.19	0.248952
4.2	0.240355
4.21	0.231861
4.22	0.223475
4.23	0.215199
4.24	0.207037
4.25	0.198992
4.26	0.191068
4.27	0.183267
4.28	0.175593
4.29	0.168049
4.3	0.160637
4.31	0.153362
4.32	0.146225
4.33	0.139229
4.34	0.132378
4.35	0.125674
4.36	0.119119
4.37001	0.112717
